"tags","article_url","sender","timestamp","instance_id","subject","id","top_sentence_"
"['allies' 'fine-tuned machine' 'national security adviser' 'tenure' 'this administration' 'donald trump' 'legal fights' 'administration officials' 'cabinet nominees' 'policy' 'government regulations' 'machine' 'news conference' 'wing' 'house' 'new supreme court justice' 'heated qa' 'u.s.' 'wsj news alert trump says' 'like' 'series' 'mr. trump' 'power struggles confrontations' 'executive actions' 'one' 'contacts' 'trump says' 'taken' 'running' 'white house' 'weeks' 'tumult' 'russia' 'withdrawal']","https://www.wsj.com/articles/donald-trump-defends-himself-lashes-out-at-opponents-media-1487271253","WSJ.com","2017-02-16T14:23:32-05:00","","WSJ NEWS ALERT: Trump Says White House Is Running 'Like a Fine-Tuned Machine' in Heated Q&A After Weeks of Tumult","58a5fc42cd4d74221a00010c","Trump Says White House Is Running 'Like a Fine-Tuned Machine' in Heated Q&A After Weeks of Tumult President Donald Trump defended as highly effective his tenure so far in the White House which has been marked by legal fights West Wing power struggles confrontations with U.S. allies the withdrawal of one of his cabinet nominees and the firing of his national security adviser after he misled administration officials about his contacts with Russia."
"['appeals' 'trump' 'justice department' 'administration' 'mr. trump' 'san francisco-based' 'u.s. wsj news alert trump' 'executive order' 'new immigration' 'u.s.' 'reason' 'travelers' 'court' 'three-judge panel' 'refugees' department's 'move' 'order ends legal push' 'appeals court' 'circuit court' 'issue' 'immigration' donald trump's 'controversial executive order' 'new order']","https://www.wsj.com/articles/trump-administration-plans-new-immigration-order-next-week-ends-legal-push-in-appeals-court-1487275058","WSJ.com","2017-02-16T15:11:53-05:00","","WSJ NEWS ALERT: Trump Administration Plans New Immigration Order Ends Legal Push in Appeals Court","58a6078bcd4d74221a000112","Trump Administration Plans New Immigration Order Ends Legal Push in Appeals Court The Justice Department told an appeals court there was no reason to reconsider a case on President Donald Trump's controversial executive order on immigration and refugees a move that came as Mr. Trump announced he would issue a new order next week."
"['samsung' 'corruption scandal' 'conglomerate' 'warrant' korea's 'court' '»' 'arrest' 'approves arrest warrant' 'leader' 'impeachment' 'samsung heir lee jae-yong' 'role' 'korean' 'lee jae-yong' 'corporate establishments']","https://www.wsj.com/articles/seoul-court-approves-arrest-warrant-for-samsung-heir-lee-jae-yong-1487278450","WSJ.com","2017-02-16T16:07:03-05:00","","WSJ NEWS ALERT: South Korean Court Approves Arrest Warrant for Samsung Heir Lee Jae-yong","58a61486cd4d74221a000116","South Korean Court Approves Arrest Warrant for Samsung Heir Lee Jae-yong A South Korean court approved a warrant for the arrest of Lee Jae-yong the de facto leader of the Samsung conglomerate over his alleged role in a corruption scandal that has shaken South Korea's political and corporate establishments and led to the president's impeachment."
"['we look' 'proposal' 'kraft heinz' 'u.k.' 'bid' 'move' 'unilever' 'consumer-products' 'world' 'unilever kraft heinz' 'wsj news alert kraft heinz makes takeover proposal' 'brands' 'best-known' 'kraft heinz makes takeover proposal' 'transaction..' 'agreement' 'terms']","https://www.wsj.com/articles/kraft-heinz-says-it-made-a-takeover-proposal-to-unilever-but-was-rejected-talks-continue-1487334065","WSJ.com","2017-02-17T07:55:06-05:00","","WSJ NEWS ALERT: Kraft Heinz Makes Takeover Proposal to Unilever","58a6f2bdcd4d74221a000129","Kraft Heinz Makes Takeover Proposal to Unilever Kraft Heinz said it has made a bid to merge with U.K. consumer-products giant Unilever a move that would bring together some of the best-known consumer-facing brands in the world."
"['52-46' 'nominee' 'vote' 'opposition' 'obama-era' 'epa' 'move' 'head' 'environmental regulations' donald trump's 'party-line vote' 'climate' 'oklahoma' 'senate' 'wsj news alert scott pruitt' 'democrats' 'confirmed' 'administrator' mr. trump's 'scott pruitt' 'mr. pruitt' 'fossil-fuel companies' 'connections' 'environmental protection agency']","https://www.wsj.com/articles/senate-set-to-confirm-scott-pruitt-as-epa-chief-1487348089","WSJ.com","2017-02-17T13:30:24-05:00","","WSJ NEWS ALERT: Scott Pruitt Is Confirmed as Head of EPA by Senate on Mostly Party-Line Vote","58a74154cd4d74221a000134","Scott Pruitt Is Confirmed as Head of EPA by Senate on Mostly Party-Line Vote The Senate confirmed Scott Pruitt to be President Donald Trump's administrator of the Environmental Protection Agency a move that kicks off in earnest Mr. Trump's push to roll back Obama-era climate and environmental regulations."
"[transit aren't stuck homeland 'mr. kelly' 'version' 'the president' 'overseas' 'sense' 'security secretary' 'opportunity...to work' 'u.s.' 'tighter' transit aren't stuck 'security' 'e.o. mr. kelly' 'travel' 'roll-out plan' 'executive order' 'administration' 'countries' 'release' 'seven' 'munich' 'new version' 'green-card holders ensures' 'allows' 'u.s. wsj news alert trump weighs travel ban' 'trump' 'john kelly' 'conference' 'airports' 'trump weighs travel ban' 'good assumption' 'green-card holders' 'panel discussion' 'transit' 'system']","https://www.wsj.com/articles/trump-weighs-travel-ban-that-allows-in-green-card-holders-ensures-those-in-transit-aren-t-caught-in-system-1487438347","WSJ.com","2017-02-18T13:02:46-05:00","","WSJ NEWS ALERT: Trump Weighs Travel Ban That Allows in Green-Card Holders Ensures Those in Transit Aren't Stuck","58a88c5fcd4d74221a000145","Trump Weighs Travel Ban That Allows in Green-Card Holders Ensures Those in Transit Aren't Stuck Homeland Security Secretary John Kelly said the Trump administration is planning a new version of the executive order banning travel from seven countries which would be phased in to allow people already in transit to enter the U.S. The president is contemplating issuing a tighter more streamlined version of the first E.O. Mr. Kelly said in a panel discussion at the Munich Security Conference."
"['legal proceedings' 'countries' 'mexico' 'border' 'prosecution' 'draft memo' 'department' 'illegally' 'others' 'wsj news alert u.s. proposal considers prosecuting' 'children' 'completed' 'homeland security' 'country' 'children travel' 'parents' 'southern' 'trump' 'subject' 'deportation' 'await' 'entering' 'administration policies' 'cross' 'memo' 'u.s.' 'u.s. proposal considers prosecuting']","https://www.wsj.com/articles/u-s-proposal-considers-prosecuting-parents-helping-children-entering-country-illegally-1487471291","WSJ.com","2017-02-18T21:48:55-05:00","","WSJ NEWS ALERT: U.S. Proposal Considers Prosecuting Parents Helping Children Entering Country Illegally","58a907b2cd4d74221a000151","U.S. Proposal Considers Prosecuting Parents Helping Children Entering Country Illegally Parents and others who help children travel illegally to the U.S. would be subject to deportation or prosecution under new Trump administration policies being completed according to a memo prepared by the Department of Homeland Security."
"['unchanged' 'trade gap' 'goods' 'calculating u.s.' 'journal' 'cars' 'u.s.' 'past years' 'wsj news alert trump' 'consideration' 'country' 'trump' 'wall' 'street' 'discussions' 'canada' 'deficit' 'exports' 'trade deficits' 'mexico' 'idea' 'exclude' 'considers' 'administration' 'calculates']","https://www.wsj.com/articles/trump-administration-considers-change-in-calculating-u-s-trade-deficit-1487523299","WSJ.com","2017-02-19T12:06:08-05:00","","WSJ NEWS ALERT: Trump Administration Considers Change in Calculating U.S. Trade Deficit","58a9d09ecd4d74221a000158","The leading idea under consideration would exclude from U.S. exports any goods first imported into the country such as cars and then transferred to a third country like Canada or Mexico unchanged these people told The Wall Street Journal."
"['wsj news alert kraft heinz withdraws' 'anglo-dutch ceo' 'kraft heinz withdraws' 'investors' 'damage' 'experience' 'paul polman' 'brands' kraft's 'lack' 'chief' 'unilever kraft heinz' 'billion offer' 'board members' 'household goods' 'unilever' 'ethos' 'billion' '143' 'personal-care' 'matter']","https://www.wsj.com/articles/kraft-heinz-withdraws-143-billion-offer-for-unilever-1487527607","WSJ.com","2017-02-19T13:24:41-05:00","","WSJ NEWS ALERT: Kraft Heinz Withdraws $143 Billion Offer for Unilever","58a9e2fccd4d74221a00015b","Unilever Chief Executive Paul Polman said that Kraft's cost-cutting ethos could damage Unilever brands and highlighted its lack of experience in personal-care and household goods according to people familiar with the matter."
"['tremendous experience..' 'donald trump' 'lt' 'mcmaster' 'capabilities integration' 'mr. trump' 'adviser' 'army' 'national security adviser' 'center' 'trump names' 'eustis va' 'a man' 'director' 'h.r.' 'wsj news alert trump names' 'tremendous talent' 'national security' 'strategist mcmaster' 'gen' 'fort']","https://www.wsj.com/articles/trump-names-mcmaster-as-national-security-adviser-1487620992","WSJ.com","2017-02-20T15:32:03-05:00","","WSJ NEWS ALERT: Trump Names Army Strategist McMaster as National Security Adviser","58ab524ccd4d74221a00016e","Trump Names Army Strategist McMaster as National Security Adviser President Donald Trump announced that he has selected Lt. Gen. H.R."
"['order' 'people said' 'terms' 'future liabilities' 'companies' 'mid-april' 'knock' 'billion' 'matter' '350' 'massive breaches' '4.83' 'yahoo' 'verizon hammers' 'legal costs' 'breaches' 'fallout' 'yahoo deal' 'breaches verizon communications' 'wsj news alert verizon hammers']","https://www.wsj.com/articles/why-verizon-decided-to-still-buy-yahoo-after-big-data-breaches-1487679768","WSJ.com","2017-02-21T07:41:29-05:00","","WSJ NEWS ALERT: Verizon Hammers Out New Terms for Yahoo Deal After Breaches","58ac358bcd4d74221a000173","Verizon Hammers Out New Terms for Yahoo Deal After Breaches Verizon Communications and Yahoo have agreed to knock as much as $350 million off their $4.83 billion deal in order to resolve fallout from two massive breaches Yahoo disclosed last year according to people familiar with the matter."
"['arrivals' 'crackdown' 'homeland security' 'illegal immigration' 'executive orders' 'mexico' 'await' 'administration' 'hearing' 'u.s.' 'tightens deportation detention' 'wsj news alert trump' 'trump' 'donald trump' 'southern border' 'pair' 'department' 'deportation' 'subject' 'memos' 'rules']","https://www.wsj.com/articles/trump-administration-tightens-deportation-detention-rules-1487693476","WSJ.com","2017-02-21T11:30:25-05:00","","WSJ NEWS ALERT: Trump Administration Tightens Deportation Detention Rules","58ac6b26cd4d74221a00017d","Trump Administration Tightens Deportation Detention Rules Almost everybody living in the U.S. illegally is now subject to deportation and more undocumented arrivals at the southern border would be jailed or sent back to Mexico to await a hearing rather than released into the U.S. under memos issued by the Department of Homeland Security."
"['weekend' 'breitbart' 'video' 'online' 'remarks' 'men' 'hard-right news site' 'wsj news alert milo yiannopoulos resigns' 'milo yiannopoulos' 'mr. yiannopoulos' '13-year-old' 'underage boys' 'condone sex' 'sexual attraction' 'things' 'adult' 'pedophilia' 'milo yiannopoulos resigns' 'mature..']","https://www.wsj.com/articles/milo-yiannopoulos-resigns-from-breitbart-news-1487708611","WSJ.com","2017-02-21T15:38:47-05:00","","WSJ NEWS ALERT: Milo Yiannopoulos Resigns From Breitbart News","58aca55ecd4d74221a000186","Over the weekend a video emerged online in which Mr. Yiannopoulos said among other things that he didn't consider it pedophilia if an adult has a sexual attraction to a 13-year-old who is sexually mature.."
"['company' 'york' 'carl icahn takes stake' 'bristol-myers squibb' 'mr. icahn' 'good pipeline' 'bristol-myers squibb carl icahn' 'disappointment' 'wsj news alert carl icahn takes stake' 'pressure' 'big activist' 'matter said' 'cancer-treatment efforts' 'attractive takeover target people' 'drug']","https://www.wsj.com/articles/carl-icahn-takes-stake-in-bristol-myers-squibb-1487710151","WSJ.com","2017-02-21T16:09:38-05:00","","WSJ NEWS ALERT: Carl Icahn Takes Stake in Bristol-Myers Squibb","58acacb1cd4d74221a000188","Carl Icahn Takes Stake in Bristol-Myers Squibb Carl Icahn has taken a stake in Bristol-Myers Squibb making him the second big activist to pressure the company following disappointment in its cancer-treatment efforts."
"['airline air' 'korean' 'half-brother' 'connection' 'wsj news alert suspect' 'kim jong nam killing worked' 'kim jong nam' 'kuala lumpur' 'dictator' 'kim jong un' 'koryo' 'embassy' 'korean embassy' 'say malaysian' 'malls' 'female' 'rehearsals' 'suspect' pyongyang's 'job' 'works' 'one']","https://www.wsj.com/","WSJ.com","2017-02-21T23:19:12-05:00","","WSJ NEWS ALERT: Suspect in Kim Jong Nam Killing Worked at North Korean Embassy Police Say","58ad115fcd4d74221a00018d","Suspect in Kim Jong Nam Killing Worked at North Korean Embassy Police Say Malaysian police said one of the suspects in the killing of Kim Jong Nam the half-brother of North Korean dictator Kim Jong Un works at Pyongyang's embassy in Kuala Lumpur while another suspect works for the country's airline Air Koryo."
"['findings' 'jupiter' 'surfaces' 'planet' 'liquid water--necessary' 'constellation' 'dwarf star' 'nature wednesday' 'far' 'aquarius' 'scientists said' 'journal' 'collection' 'seven' 'earth-size planets discovered orbiting nearby' 'tiny nearby star' 'trappist-1' '40' 'galaxy' 'own solar system' 'light years' 'earth' 'life--could' 'planets' 'earth-sized' 'european astronomers said' 'earth-size' 'six' 'star']","https://www.wsj.com/articles/seven-earth-size-worlds-discovered-orbiting-nearby-star-1487786401","WSJ.com","2017-02-22T13:27:48-05:00","","WSJ NEWS ALERT: Seven Earth-Size Planets Discovered Orbiting Nearby Star","58add82fcd4d74221a00019b","Seven Earth-Size Planets Discovered Orbiting Nearby Star Seven Earth-size planets have been discovered orbiting a tiny nearby star and six of them appear warm enough that liquid water--necessary for life--could exist on their surfaces European astronomers said."
"['policy meeting' 'short-term interest rates' 'trump' 'benchmark federal-funds' 'economic policies' 'anticipated' 'economy' '31-feb.1 meeting' 'rate increases' 'suggests' 'officials' 'federal reserve officials' 'inflation' 'wsj news alert fed' '14-15' 'fed' 'light' 'possibility' soon' minutes 'meeting' 'soon']","https://www.wsj.com/articles/fed-minutes-officials-see-rate-increases-fairly-soon-1487790135","WSJ.com","2017-02-22T14:13:46-05:00","","WSJ NEWS ALERT: Fed Officials Expect Rate Increases 'Fairly Soon' Minutes Show","58ade2f5cd4d74221a0001a0","Fed Officials Expect Rate Increases 'Fairly Soon' Minutes Show Federal Reserve officials at their latest meeting anticipated raising short-term interest rates fairly soon in light of an improving economy and the possibility that the Trump administration's proposed economic policies could push up inflation faster than anticipated."
"['decision' 'company' 'mitsubishi' 'nissan' 'carlos ghosn' 'helm' 'mr. ghosn' 'company said' 'chief' 'broader role' 'decades' 'carlos ghosn resigns' 'hiroto saikawa' 'bankruptcy' 'profitability' 'role' 'chairman' 'renault' 'alliance' 'wsj news alert carlos ghosn resigns' '1999' 'co-ceo' 'nissan ceo will remain' 'help']","https://www.wsj.com/articles/carlos-ghosn-resigns-as-nissan-ceo-1487807319","WSJ.com","2017-02-22T19:05:20-05:00","","WSJ NEWS ALERT: Carlos Ghosn Resigns as Nissan CEO Will Remain as Chairman","58ae2767cd4d74221a0001a2","Carlos Ghosn Resigns as Nissan CEO Will Remain as Chairman Nissan Chief Executive Carlos Ghosn will step down from that role in April and be replaced by Hiroto Saikawa his recently appointed co-CEO the company said."
"['title ix' 'rescinds obama' 'bathrooms' 'language' 'transgender individuals access' 'consistent' 'trump' 'rules' 'withdrew' 'administration rules' 'extensive legal analysis' 'obama' 'transgender bathroom' 'administration' 'choice' 'contain' 'formal public process..' 'wsj news alert trump' 'facilities' 'letter' 'position']","https://www.wsj.com/articles/trump-administration-set-to-rescind-obama-rules-on-transgender-bathroom-use-1487790631","WSJ.com","2017-02-22T20:05:13-05:00","","WSJ NEWS ALERT: Trump Administration Rescinds Obama Rules on Transgender Bathroom Use","58ae355ecd4d74221a0001aa","Trump Administration Rescinds Obama Rules on Transgender Bathroom Use The Trump administration formally withdrew Obama administration rules granting transgender individuals access to the sex-segregated facilities of their choice including bathrooms."
"['immigration operations' 'vows' 'donald trump' 'efforts' 'implementation' 'mexico homeland' 'mr. trump' 'officials' 'luis videgaray' 'john kelly' 'deportation policies' 'mr. kelly' 'minister' 'wsj news alert homeland' 'meetings' 'u.s.' 'rex tillerson' 'immigration' 'secretary' 'mexican foreign minister' 'mexico' 'interior' 'osorio chong' 'angel' 'homeland' 'mexico city' 'security secretary' 'immigration laws' 'mass deportations' 'miguel' 'reporters' 'military operation' 'security chief' 'military force']","https://www.wsj.com/articles/u-s-officials-on-tough-trip-in-mexico-trump-says-1487871849","WSJ.com","2017-02-23T15:45:29-05:00","","WSJ NEWS ALERT: Homeland Security Chief Vows 'No Mass Deportations' After Meetings in Mexico","58af4a07cd4d74221a0001bc","Mr. Kelly spoke to reporters Thursday alongside Secretary of State Rex Tillerson Mexican Foreign Minister Luis Videgaray and Mexican Interior Minister Miguel Angel Osorio Chong in Mexico City where Mr. Trump sent the U.S. officials to explain the implementation of tougher U.S. immigration and deportation policies."
"['2009' 'town-hall meetings' 'professional organizers' 'tea-party movement' 'echo' 'organic than organized' 'help' 'noisy eruption' 'participants' 'obama' 'town' 'first-timers' 'liberal groups' 'white house' 'interviews' 'halls' 'unhappy voters' 'government' 'activists' 'work' 'rowdy' 'civic activism' 'otherwise' 'administration' 'street journal' 'passion' 'u.s.' 'moveon' 'wall']","https://www.wsj.com/articles/americas-rowdy-town-halls-more-organic-than-organized-1487881129","WSJ.com","2017-02-23T16:13:27-05:00","","WSJ NEWS ALERT: America's Rowdy Town Halls Are More Organic Than Organized","58af5080cd4d74221a0001be","America's Rowdy Town Halls Are More Organic Than Organized The White House and prominent Republicans have largely dismissed the noisy eruption of civic activism at town-hall meetings across the U.S. as the work of professional organizers and paid activists partly because MoveOn and other liberal groups have offered help."
"['board' 'nerve agent' 'u.n.-banned nerve agent malaysia says' 'flight' 'mr. kim' 'hospital' 'kuala lumpur' 'dictator' 'kim jong un' '13' 'brother' 'nations' 'kim jong nam killed' 'macau' 'wsj news alert kim jong nam killed' 'kim jong nam' 'vx malaysia' 'chemical substance' 'mass destruction' 'police said' 'korean' 'weapon' 'international airport']","https://www.wsj.com/articles/kim-jong-nam-killed-with-vx-nerve-agent-malaysia-says-1487897540","WSJ.com","2017-02-23T20:35:23-05:00","","WSJ NEWS ALERT: Kim Jong Nam Killed With U.N.-Banned Nerve Agent Malaysia Says","58af8de6cd4d74221a0001c4","Mr. Kim half brother of North Korean dictator Kim Jong Un was attacked at Kuala Lumpur International Airport on Feb. 13 while waiting to board a flight to Macau; he died on his way to the hospital."
"['trump' 'officials' 'u.s.' 'information' 'particular risk' 'agencies' 'staff' 'intelligence officials' 'volley' 'travel ban' 'countries pose' 'administration policies' 'assertion' 'homeland' 'immigrants' 'wsj news alert trump rejects intelligence' 'election' 'legitimacy' 'muslim-majority' 'intelligence report' 'struggle' 'trump rejects intelligence' 'seven' 'terrorists' 'administration' 'department' 'senior members' 'security contradicts']","https://www.wsj.com/articles/donald-trump-rejects-intelligence-report-on-travel-ban-1487987629","WSJ.com","2017-02-24T21:03:37-05:00","","WSJ NEWS ALERT: Trump Rejects Intelligence Report on Travel Ban","58b0e5fecd4d74221a0001da","Trump Rejects Intelligence Report on Travel Ban An intelligence report by the Department of Homeland Security contradicts the White House's assertion that immigrants from seven Muslim-majority countries pose a particular risk of being terrorists and should be blocked from entering the U.S."
"['state department withdrew' 'kim jong un' 'director-general' 'rapprochement' 'wsj news alert planned back-channel talks' 'u.s.' 'back-channel' 'choe' 'korea scuttled plans' 'early attempt' 'place' 'korean' 'american relations' 'contingent' pyongyang's 'york' 'korean ministry' 'affairs' 'planned back-channel talks' 'visa approvals' 'american affairs bureau' 'hui' 'donald trump' 'representatives' 'korea scuttled' 'visa' 'top envoy' 'son' 'leader' 'matter']","https://www.wsj.com/articles/planned-back-channel-talks-between-u-s-north-korea-scuttled-1487990179","WSJ.com","2017-02-24T21:56:37-05:00","","WSJ NEWS ALERT: Planned Back-Channel Talks Between U.S. North Korea Scuttled","58b0f271cd4d74221a0001db","Planned Back-Channel Talks Between U.S. North Korea Scuttled Plans for back-channel talks between North Korean and U.S. representatives were scuttled after the State Department withdrew the visa approvals for Pyongyang's top envoy on American relations according to people familiar with the matter ending an early attempt at rapprochement between leader Kim Jong Un and President Donald Trump."
"[mr. buffett's 'american immigrants' 'part' wsj news alert warren buffett's berkshire hathaway 'fourth-quarter net earnings' 'net' stock market's end-of-year gains warren buffett's berkshire hathaway 'u.s.' earnings warren buffett's berkshire hathaway 'annual letter' '15' 'economic growth' 'year-end results' berkshire's 'earnings' 'shareholders']","http://www.wsj.com/livecoverage/warren-buffett-annual-letter-to-berkshire-hathaway-shareholder","WSJ.com","2017-02-25T08:53:36-05:00","","WSJ NEWS ALERT: Warren Buffett's Berkshire Hathaway Reports a Rise in Net Earnings","58b18c77cd4d74221a0001de","Warren Buffett's Berkshire Hathaway Reports a Rise in Net Earnings Warren Buffett's Berkshire Hathaway said fourth-quarter net earnings rose nearly 15% boosted in part by the stock market's end-of-year gains."
"['rifts' 'acrimonious' 'ideological divisions' 'candidates' '2016' 'chairman viewed' 'committee' 'secretary' 'labor secretary' 'chairman' 'establishment leader' 'mr. perez' 'minnesota' 'four' 'keith ellison' 'hillary clinton' 'elect tom perez' 'moment' 'presidential primary' 'race' 'vermont' 'party' 'establishment wing' 'bernie sanders' 'win' 'tom perez' 'insurgent' 'grass-roots wing']","https://www.wsj.com/articles/democrats-elect-tom-perez-party-chairman-1488054192","WSJ.com","2017-02-25T15:31:30-05:00","","WSJ NEWS ALERT: Democrats Elect Tom Perez Party Chairman Viewed as Win for Establishment Wing","58b1e9b4cd4d74221a0001e5","Mr. Perez defeated Minnesota Rep. Keith Ellison and four other candidates in a race that had few ideological divisions yet illuminated the same rifts in the party that drove the acrimonious 2016 presidential primary between Vermont Sen. Bernie Sanders and former Secretary of State Hillary Clinton."
"['ceremony' 'climate' 'red carpet' 'join us' 'oscars' '89th academy' 'wsj news alert join us' 'decade' wsj's 'jimmy kimmel' 'nominees' 'land' 'analysis' 'live analysis' '14' 'la' 'awards' 'categories' '»' 'diverse' 'film']","http://www.wsj.com/livecoverage/oscars-2017","WSJ.com","2017-02-26T19:56:39-05:00","","WSJ NEWS ALERT: Join Us for Live Analysis of the Oscars","58b3794fcd4d74221a000200","La La Land is nominated for a record-tying 14 Oscars while nominees in the acting categories are the most diverse in at least a decade."
"['frontrunner la' 'land' 'la' 'world' 'hollywood' land' mistakenly announced 'winner' 'presenter' 'acceptance speeches' 'takes oscar' 'picture' 'twist' 'ceremony' '89th academy' 'audiences' 'actual winner' 'awards' 'faye dunaway' 'best picture' movie's producers 'moonlight']","http://www.wsj.com/livecoverage/oscars-2017","WSJ.com","2017-02-27T00:39:08-05:00","","WSJ NEWS ALERT: 'Moonlight' Takes Oscar for Best Picture After 'La La Land' Mistakenly Announced as Winner","58b3bb9ccd4d74221a000220","'Moonlight' Takes Oscar for Best Picture After 'La La Land' Mistakenly Announced as Winner Moonlight shocked Hollywood and audiences around the world by winning best picture at the 89th Academy Awards on Sunday."
"['body' 'u.s.' 'campaign' '72-27' 'chris murphy' 'conn' 'confirms wilbur ross' 'donald trump' 'wilbur ross' 'progress' 'd' 'offshore thousands' 'order' 'bad trade deals' 'senate' 'mr. ross' 'vote' 'overhaul' 'trade policy' 'advantage' 'foreign investments' 'commerce secretary' 'jobs..' 'colleagues' 'appointment key']","https://www.wsj.com/articles/senate-poised-to-confirm-wilbur-ross-as-commerce-secretary-1488191401","WSJ.com","2017-02-27T20:19:10-05:00","","WSJ NEWS ALERT: Senate Confirms Wilbur Ross as Commerce Secretary","58b4d012cd4d74221a000242","Senate Confirms Wilbur Ross as Commerce Secretary The Senate confirmed Wilbur Ross as Commerce secretary an appointment key to enabling President Donald Trump to make progress on a campaign promise to overhaul U.S. trade policy."
"['leader' 'weeks' 'president park' korea's 'legal proceedings' 'tycoon' 'four' 'impeachment' 'samsung' 'be indicted' 'mr. lee' 'samsung heir' 'geun-hye' 'korean' conglomerate's 'center' 'constitutional' 'prosecutors' 'indict' 'scandal' 'offenses setting' 'court' 'bribery' 'investigation' 'motion' 'lee jae-yong' 'corporate establishments' 'wsj news alert samsung heir']","https://www.wsj.com/articles/samsung-heir-lee-jae-yong-indicted-on-bribery-charges-1488260531","WSJ.com","2017-02-28T01:14:44-05:00","","WSJ NEWS ALERT: Samsung Heir to Be Indicted on Bribery Charges","58b51564cd4d746e65000001","Samsung Heir to Be Indicted on Bribery Charges South Korean prosecutors said they would indict the Samsung conglomerate's de facto leader Lee Jae-yong on charges of bribery and four other offenses setting in motion legal proceedings that could put the tycoon behind bars for years."
"['increase' 'usaid' 'significant cuts elsewhere officials' '37' 'state department' 'federal budget' 'agency' 'budget deliberations' 'administration' 'billion' 'person' 'white house' 'trump' 'officials' 'international development budget' 'proposes' 'u.s.' 'base defense budget' 'donald trump' 'budget' '50' '50 billion' 'foreign-aid division']","https://www.wsj.com/articles/white-house-proposes-cutting-state-department-budget-by-one-third-1488306999","WSJ.com","2017-02-28T13:50:54-05:00","","WSJ NEWS ALERT: White House Proposes Cutting State Department Budget by 37%","58b5c699cd4d746e6500000a","White House Proposes Cutting State Department Budget by 37% The Trump administration is proposing to cut spending by 37% for the State Department and U.S. Agency for International Development budget according to a person familiar with the budget deliberations."
"['original executive order' '60000' 'terror risks' 'likely exempt existing visa' wsj news alert trump's 'order' 'visa holders' 'planning' 'result' 'travel-ban' 'travel' 'muslim' 'donald trump' 'state department' 'majority' 'countries' 'holders' 'seven' 'holders president' 'visas' trump's 'future visa applicants' 'new applicants' 'executive order']","https://www.wsj.com/articles/draft-of-donald-trumps-new-order-would-exempt-existing-visa-holders-from-travel-ban-1488316331","WSJ.com","2017-02-28T16:42:49-05:00","","WSJ NEWS ALERT: Trump's New Travel-Ban Order Would Likely Exempt Existing Visa Holders","58b5eef0cd4d746e6500000d","Trump's New Travel-Ban Order Would Likely Exempt Existing Visa Holders President Donald Trump plans to sign a revised executive order banning travel Wednesday which is likely to apply only to future visa applicants from seven majority Muslim countries tabbed as terror risks according to people familiar with the planning."
"['national trade policy' 'policy expected' 'wsj news alert trump' 'diminish' 'trump' 'world trade organization' 'journal' 'enforcement' 'trade laws' 'street' 'seek diminished wto role' 'obama' 'countries' 'white house' 'trade policy ramp' 'champion' 'national sovereignty' 'unfair practices' 'dramatic departure' 'possible sources' 'draft document' 'administration' 'u.s.' 'blames' 'law' 'partners' 'document' 'markets' 'wall' 'leverage' 'administration.the' 'policy']","https://www.wsj.com/articles/trump-administration-trade-policy-expected-to-seek-diminish-wto-authority-in-the-u-s-1488330361","WSJ.com","2017-02-28T20:23:00-05:00","","WSJ NEWS ALERT: Trump Trade Policy Expected to Seek Diminished WTO Role in the U.S.","58b6228bcd4d746e65000017","The policy contained in a draft document due to be published as early as Wednesday represents a dramatic departure from the Obama administration.The Trump White House will more assertively defend U.S. national sovereignty over trade policy ramp up enforcement of U.S. trade laws and use all possible sources of leverage to encourage other countries to open up their markets according to the document."
"['live analysis' wsj's 'donald trump' 'overhauls' 'prime-time speech' 'health law' 'tax code' 'join us' 'jump-start momentum' 'address' '»' 'trump addresses congress' 'joint session' 'analysis' 'top initiatives' 'wsj news alert join us']","http://www.wsj.com/livecoverage/donald-trump-speech-joint-session-congress","WSJ.com","2017-02-28T20:56:02-05:00","","WSJ NEWS ALERT: Join Us for Live Analysis as Trump Addresses Congress","58b62a3fcd4d746e6500001f","Join Us for Live Analysis as Trump Addresses Congress President Donald Trump will address a joint session of Congress tonight in a prime-time speech where he will look to jump-start momentum on his top initiatives including overhauls of the tax code and health law."
"['specifics' 'overhaul' 'ominous language' 'major overhauls' 'plea' 'health-care' 'roads' 'unite' 'wsj news alert trump' 'immigration laws' 'tax' 'broad guidelines' 'tax laws' 'bridges' 'compromise' 'donald trump' 'repeal' 'overhauls' 'trump' 'major campaign speeches' 'mr. trump' 'capitalize' 'care act']","https://www.wsj.com/articles/trump-looks-to-jump-start-momentum-on-key-initiatives-1488306346","WSJ.com","2017-02-28T22:45:11-05:00","","WSJ NEWS ALERT: Trump Asks Congress to Unite Behind Health-Care Tax Overhauls","58b643e6cd4d746e65000030","Trump Asks Congress to Unite Behind Health-Care Tax Overhauls President Donald Trump turned from the ominous language that characterized his major campaign speeches as he delivered an impassioned plea for Congress to capitalize on a political uprising and unite behind major overhauls of health-care and tax laws."
